MID|MERCHANT_DBA_NAME|MSO|SOURCE_CODE|WILAYAH|CHANNEL|TAHUN|BULAN
202032207|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202032215|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202032223|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202032231|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202032249|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202032256|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202032264|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202032272|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202032280|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202032298|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202032306|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202032314|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202032322|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202032330|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202032348|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202032355|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202032363|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202032371|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202032389|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202032397|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202032405|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202032413|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202032421|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202032439|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202032447|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202032454|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202032462|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202032470|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202032488|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202032496|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202032504|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202032512|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202032520|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202032538|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202032546|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202032553|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202032561|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202032579|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202032587|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202032595|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202032603|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202032611|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202032629|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202032637|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202032645|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202032652|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202032660|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202032678|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202032686|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202032694|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202032702|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202032710|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202032728|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202032736|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202032744|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202032751|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202032769|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202032777|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202032785|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202032793|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202032801|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202032819|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202032827|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202032835|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202032843|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202032850|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202032868|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202032876|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202032884|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202032892|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202032900|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202032918|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202032926|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202032934|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202032942|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202032959|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202032967|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202032975|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202032983|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202032991|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202033007|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202033015|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202033023|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202033031|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202033049|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202033056|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202033064|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202033072|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202033080|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202033098|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202033106|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202033114|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202033122|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202033130|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202033148|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202033155|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202033163|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202033171|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202033189|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202033197|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202033205|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202033213|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202033221|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202033239|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202033247|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202033254|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202033262|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202033270|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202033288|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202033296|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202033304|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202033312|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202033320|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202033338|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202033346|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202033353|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202033361|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202033379|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202033387|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202033395|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202033403|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202033411|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202033429|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202033437|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202033445|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202033452|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202033460|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202033478|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202033486|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202033494|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202033502|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202033510|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202033528|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202033536|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202033544|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202033551|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202033569|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202033577|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202033585|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202033593|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202033601|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202033619|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202033627|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202033635|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202033643|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202033650|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202033668|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202033676|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202033684|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202033692|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202033700|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202033718|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202033726|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202033734|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202033742|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202033759|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202033767|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202033775|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202033783|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202033791|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202033809|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202033817|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202033825|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202033833|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202033841|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202033858|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202033866|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202033874|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202033882|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202033890|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202033908|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202033916|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202033924|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202033932|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202033940|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202033957|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202033965|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202033973|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202033981|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202033999|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202034005|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202034013|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202034021|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202034039|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202034047|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202034054|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202034062|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202034070|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202034088|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202034096|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202034104|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202034112|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202034120|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202034138|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202034146|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202034153|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202034161|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202034179|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202034187|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202034195|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202034203|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202034211|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202034229|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202034237|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202034245|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202034252|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202034260|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202034278|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202034286|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202034294|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202034302|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202034310|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202034328|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202034336|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202034344|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202034351|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202034369|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202034377|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202034385|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202034393|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202034401|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202034419|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202034427|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202034435|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202034443|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202034450|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202034468|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202034476|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202034484|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202034492|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202034500|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202034518|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202034526|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202034534|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202034542|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202034559|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202034567|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202034575|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202034583|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202034591|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202034609|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202034617|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202034625|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202034633|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202034641|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202034658|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202034666|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202034674|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202034682|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202034690|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202034708|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202034716|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202034724|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202034732|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202034740|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202034757|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202034765|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202034773|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202034781|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202034799|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202034807|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202034815|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202034823|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202034831|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202034849|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202034856|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202034864|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202034872|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202034880|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202034898|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202034906|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202034914|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202034922|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202034930|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202034948|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202034955|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202034963|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202034971|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202034989|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202034997|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202035002|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202035010|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202035028|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202035036|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202035044|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202035051|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202035069|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202035077|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202035085|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202035093|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202035101|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202035119|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202035127|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202035135|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202035143|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202035150|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202035168|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202035176|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202035184|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202035192|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202035200|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202035218|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202035226|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202035234|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202035242|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202035259|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202035267|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202035275|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202035283|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202035291|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202035309|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202035317|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202035325|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202035333|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202035341|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202035358|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202035366|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202035374|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202035382|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202035390|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202035408|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202035416|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202035424|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
202035432|STOCK MID INSTAN USAGE 20|   |                  |WPD|SUPPORT|2019|5
